CLOCK;MEMORY_USED;PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;PAPI_L2_TCA;PAPI_L3_TCA
12324206438;6656000;590453;1316919;269157;577093;1316919
12324222750;6656000;591088;1327770;247223;578333;1327770
12321841516;6656000;621938;1385701;238382;608818;1385701
12511904146;6758400;630240;1404275;252265;617235;1404275
12494371100;6758400;598785;1333901;262050;585549;1333901
12515565548;6758400;630309;1423588;389338;615059;1423588
12513133404;6758400;599002;1335280;272116;585564;1335280
12513084860;6758400;599043;1335812;288190;586027;1335812
12510898610;6758400;630317;1404974;264319;616967;1404974
12513369860;6758400;598956;1341764;363286;584059;1341764
12469787704;6758400;598884;1351776;643961;580087;1351776
12511503842;6758400;598953;1341426;353357;584559;1341426
12513215862;6758400;599045;1341456;362342;584386;1341456
12702740468;6860800;607131;1360312;389192;591892;1360312
12659235396;6860800;607268;1354970;264833;594256;1354970
12701992308;6860800;606880;1355065;279929;593613;1355065
12702724910;6860800;607070;1352564;269959;593716;1352564
12703087982;6860800;607133;1351967;267742;593915;1351967
12670806936;6860800;607013;1367042;600476;585100;1367042
12703436944;6860800;608039;1354313;298427;594257;1354313
12699791640;6860800;638403;1422913;259051;625090;1422913
12703187436;6860800;607122;1360350;371009;592060;1360350
12702729184;6860800;608030;1359724;359966;593207;1359724
12893454232;6963200;615260;1379614;407186;599416;1379614
12892681072;6963200;615595;1379665;394584;600077;1379665
12890694512;6963200;646523;1442125;276941;633122;1442125
12860903256;6963200;646284;1455880;615671;623284;1455880
12891108604;6963200;647444;1443065;302756;633667;1443065
12891383944;6963200;646570;1441822;282556;632823;1441822
12882664356;6963200;615378;1378708;385053;599564;1378708
12890636416;6963200;646746;1441778;275845;633064;1441778
12892318862;6963200;615337;1371497;285402;601686;1371497
12884970630;6963200;615298;1371449;274615;601941;1371449
13079783406;7065600;654645;1459410;268992;640998;1459410
13065607026;7065600;654572;1473783;616692;636494;1473783
13079728236;7065600;654523;1459704;278283;640616;1459704
13081776734;7065600;624508;1395869;379425;609115;1395869
13079660476;7065600;654045;1461453;296181;639823;1461453
13081821272;7065600;623392;1388932;285936;609445;1388932
13080326766;7065600;654601;1461527;302573;640411;1461527
13081010518;7065600;654647;1460425;289067;639772;1460425
13082303750;7065600;623445;1388285;281537;609716;1388285
13082167930;7065600;623262;1389845;267094;609591;1389845
13272064722;7168000;631665;1407071;283140;617466;1407071
13270670204;7168000;662740;1485869;442472;643553;1485869
13272347770;7168000;631678;1417805;454791;614297;1417805
13270383370;7168000;631565;1414942;385095;615709;1414942
13272197142;7168000;631622;1406289;272109;617714;1406289
13272092916;7168000;631943;1410964;311262;618272;1410964
13270547674;7168000;662812;1481390;309188;648804;1481390
13272302642;7168000;662680;1482001;324192;648236;1482001
13271760414;7168000;631738;1409521;290182;618169;1409521
13271583812;7168000;631664;1408466;274855;617933;1408466
13400518116;7270400;639463;1428364;306431;625488;1428364
13460538174;7270400;670905;1498493;343487;656020;1498493
13461437696;7270400;640747;1426374;320665;626428;1426374
13460913202;7270400;670995;1498583;334140;655882;1498583
13442372332;7270400;670928;1511414;621189;643190;1511414
13461792704;7270400;640239;1427248;306424;626096;1427248
13460993272;7270400;670850;1497122;302733;656498;1497122
13459518680;7270400;670960;1497821;325328;656030;1497821
13459987328;7270400;670942;1499242;339821;655538;1499242
13461419302;7270400;639922;1434839;410045;623929;1434839
13650141532;7372800;679091;1516020;327964;663717;1516020
13650364254;7372800;648084;1443509;288744;633907;1443509
13649553796;7372800;678961;1517663;336485;663814;1517663
13649890174;7372800;679004;1516011;330109;663835;1516011
13648660784;7372800;679115;1515443;304390;664429;1515443
13651279820;7372800;648185;1442457;287997;634247;1442457
13649287682;7372800;678983;1515155;306421;664030;1515155
13650541728;7372800;679125;1515107;308083;664480;1515107
13651096320;7372800;679083;1515891;318351;663832;1515891
13648360544;7372800;647980;1459081;585468;621030;1459081
13822932596;7475200;687170;1537575;399139;670732;1537575
13840366366;7475200;656222;1460950;294794;641755;1460950
13839685636;7475200;687201;1535807;326855;672459;1535807
13840714156;7475200;687808;1537075;338547;672271;1537075
13806279562;7475200;687086;1537007;376537;671847;1537007
13845518944;7475200;687023;1538433;390667;670695;1538433
13841456034;7475200;687026;1547920;357385;671876;1547920
13841143306;7475200;687136;1536170;370556;670703;1536170
13838598988;7475200;687111;1534994;345502;671565;1534994
13841316160;7475200;687086;1535587;352826;670954;1535587
14032403414;7577600;663937;1488827;451857;646347;1488827
